,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
892,DB01221,Ketamine,10.0,mg/mL,500.0,mg,Intramuscular; Intravenous,Injection,"['approved', 'vet_approved']",False,6740-88-1,CNC1(CCCCC1=O)C1=CC=CC=C1Cl,0.0464,g/l
893,DB01222,Budesonide,0.125,mg,400.0,mcg,Respiratory (inhalation),Suspension,['approved'],False,51333-22-3,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.0457,g/l
894,DB01223,Aminophylline,25.0,mg/mL,350.0,mg,Intravenous,"Injection, solution",['approved'],False,317-34-0,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,,
895,DB01224,Quetiapine,25.0,mg,400.0,mg/1,Oral,"Tablet, multilayer, extended release",['approved'],False,111974-69-7,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,0.0403,g/l
896,DB01225,Enoxaparin,,,,,,,['approved'],False,9005-49-6,,,
897,DB01226,Mivacurium,2.0,mg,2.0,mg,Intravenous,Liquid,['approved'],False,133814-19-4,COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC,3.26e-05,g/l
898,DB01229,Paclitaxel,5.0,mg/ml,300.0,mg/50mL,Intravenous,"Injection, powder, for suspension","['approved', 'vet_approved']",False,33069-62-4,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,0.00556,g/l
899,DB01232,Saquinavir,200.0,mg,500.0,mg,Oral,Capsule,"['approved', 'investigational']",False,127779-20-8,[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1,0.00765,g/l
900,DB01233,Metoclopramide,1.0,mg,10.0,mg,Oral,Syrup,"['approved', 'investigational']",False,364-62-5,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,0.31,g/l
901,DB01234,Dexamethasone,0.1,%,700.0,mcg,Auricular (otic); Ophthalmic,Solution,"['approved', 'investigational', 'vet_approved']",False,50-02-2,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.0505,g/l
902,DB01235,Levodopa,25.0,mg/1,25.0,mg/1,Oral,Tablet,['approved'],False,59-92-7,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,3.3,g/l
903,DB01236,Sevoflurane,1.0,mL/mL,250.0,mL/250mL,Respiratory (inhalation),Liquid,"['approved', 'vet_approved']",False,28523-86-6,FCOC(C(F)(F)F)C(F)(F)F,1.48,g/l
904,DB01238,Aripiprazole,1.0,mg/mL,1064.0,mg/3.9mL,Oral,Solution,"['approved', 'investigational']",False,129722-12-9,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,0.00777,g/l
905,DB01240,Epoprostenol,0.5,mg,1500000.0,ng/10mL,Intravenous,"Powder, for solution",['approved'],False,35121-78-9,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])CC(O2)=CCCCC(O)=O,0.136,g/l
906,DB01241,Gemfibrozil,300.0,mg,600.0,mg,Oral,Capsule,['approved'],False,25812-30-0,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,0.0278,g/l
907,DB01242,Clomipramine,10.0,mg,75.0,mg/1,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,303-49-1,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,0.0144,g/l
908,DB01246,Alimemazine,2.5,mg,5.0,mg,Oral,Liquid,"['approved', 'vet_approved']",False,84-96-8,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,0.00835,g/l
909,DB01247,Isocarboxazid,10.0,mg/1,10.0,mg/1,Oral,Tablet,['approved'],False,59-63-2,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,0.224,g/l
910,DB01248,Docetaxel,10.0,mg/mL,200.0,mg/20mL,Intravenous,"Injection, solution","['approved', 'investigational']",False,114977-28-5,[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,0.0127,g/l
911,DB01249,Iodixanol,270.0,mg/mL,652.0,mg,Intravascular,"Injection, solution",['approved'],False,92339-11-2,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,0.185,g/l
912,DB01250,Olsalazine,250.0,mg/1,250.0,mg/1,Oral,"Capsule, gelatin coated",['approved'],False,15722-48-2,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,0.0781,g/l
913,DB01253,Ergonovine,0.2,mg,0.25,mg,Oral,Tablet,['approved'],False,60-79-7,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,0.321,g/l
914,DB01254,Dasatinib,20.0,mg,140.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",True,302962-49-8,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,0.0128,g/l
915,DB01255,Lisdexamfetamine,10.0,mg,70.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,608137-32-2,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,0.0877,g/l
916,DB01256,Retapamulin,1.0,%,10.0,mg/1,Topical,Ointment,['approved'],False,224452-66-8,[H][C@]12CC[C@]([H])(C[C@]([H])(C1)SCC(=O)O[C@]1([H])C[C@@](C)(C=C)[C@@]([H])(O)[C@]([H])(C)[C@]34CCC(=O)[C@@]3([H])[C@@]1(C)[C@]([H])(C)CC4)N2C,0.000394,g/l
917,DB01259,Lapatinib,250.0,mg/1,250.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,231277-92-2,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,0.0223,g/l
918,DB01260,Desonide,0.03,g/60g,0.5,mg/g,Topical,Cream,"['approved', 'investigational']",False,638-94-8,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,0.0594,g/l
919,DB01261,Sitagliptin,25.0,mg,100.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,486460-32-6,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,0.034,g/l
920,DB01262,Decitabine,50.0,mg,50.0,mg,Intravenous,"Injection, powder, for solution","['approved', 'investigational']",False,2353-33-5,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,5.5,g/l
921,DB01263,Posaconazole,18.0,mg/mL,300.0,mg,Intravenous,Solution,"['approved', 'investigational', 'vet_approved']",False,171228-49-2,[H][C@@](C)(O)[C@]([H])(CC)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@]2([H])CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,0.012,g/l
922,DB01264,Darunavir,75.0,mg,800.0,mg,Oral,Tablet,['approved'],False,206361-99-1,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,0.0668,g/l
923,DB01265,Telbivudine,20.0,mg/ml,600.0,mg,Oral,Solution,"['approved', 'investigational']",False,3424-98-4,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,66.8,g/l
924,DB01266,Sinecatechins,,,,,,,"['approved', 'investigational', 'nutraceutical']",False,188265-33-0,,,
925,DB01267,Paliperidone,1.5,mg,819.0,mg/2.625mL,Oral,"Tablet, extended release",['approved'],False,144598-75-4,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,0.297,g/l
926,DB01268,Sunitinib,12.5,mg/1,50.0,mg/1,Oral,Capsule,"['approved', 'investigational']",True,557795-19-4,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,0.0308,g/l
927,DB01273,Varenicline,0.5,mg,1.0,mg,Oral,Tablet,"['approved', 'investigational']",False,249296-44-4,[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21,0.0877,g/l
928,DB01274,Arformoterol,15.0,ug/2mL,15.0,ug/2mL,Respiratory (inhalation),Solution,"['approved', 'investigational']",False,67346-49-0,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1,0.0416,g/l
929,DB01275,Hydralazine,10.0,mg,100.0,mg/1,Oral,Tablet,['approved'],False,86-54-4,NNC1=NN=CC2=CC=CC=C12,2.61,g/l
930,DB01280,Nelarabine,5.0,mg/mL,5.0,mg/mL,Intravenous,Injection,"['approved', 'investigational']",False,121032-29-9,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,13.9,g/l
931,DB01282,Carbetocin,100.0,mcg,100.0,mcg,Intravenous,Liquid,"['approved', 'investigational']",False,37025-55-1,[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,0.0265,g/l
932,DB01284,Tetracosactide,0.25,mg/mL,1.0,mg,Intramuscular; Intravenous; Parenteral,"Injection, powder, lyophilized, for solution",['approved'],False,16960-16-0,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,0.0481,g/l
933,DB01288,Fenoterol,0.2,mg,100.0,mcg,Oral; Respiratory (inhalation),"Aerosol, metered","['approved', 'investigational']",False,13392-18-2,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,0.162,g/l
934,DB01291,Pirbuterol,250.0,mcg,250.0,mcg,Respiratory (inhalation),"Aerosol, metered",['approved'],False,38677-81-5,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,6.22,g/l
935,DB01294,Bismuth Subsalicylate,1.7,%,1050.0,mg/30mL,Oral,Liquid,"['approved', 'vet_approved']",False,14882-18-9,O[Bi]1OC(=O)C2=CC=CC=C2O1,59.7,g/l
936,DB01301,Rolitetracycline,275.0,mg,275.0,mg,Intra-articular; Intraperitoneal; Intrapleural; Intrathecal; Intravenous,"Powder, for solution",['approved'],False,751-97-3,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C,1.81,g/l
937,DB01303,Oxtriphylline,10.0,mg,600.0,mg,Oral,Syrup,['approved'],False,4499-40-5,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,3.84,g/l
938,DB01319,Fosamprenavir,50.0,mg/mL,700.0,mg/1,Oral,Suspension,['approved'],False,226700-79-4,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0.685,g/l
939,DB01320,Fosphenytoin,50.0,mg/mL,75.0,mg,Intramuscular; Intravenous,"Injection, solution","['approved', 'investigational']",False,93390-81-9,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,0.145,g/l
940,DB01323,St. John's Wort,,,,,,,"['approved', 'investigational', 'nutraceutical']",False,84082-80-4,,,
941,DB01326,Cefamandole,1.0,g,2.0,g,Intravenous,"Powder, for solution","['approved', 'investigational']",False,34444-01-4,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,0.581,g/l
942,DB01327,Cefazolin,0.5,g,500.0,mg/1,Intramuscular; Intravenous,"Powder, for solution",['approved'],False,25953-19-9,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,0.487,g/l
943,DB01330,Cefotetan,1.0,g/10mL,10.0,g/1,Intramuscular; Intravenous,"Injection, powder, for solution",['approved'],False,69712-56-7,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,0.521,g/l
944,DB01331,Cefoxitin,1.0,g/1,100.0,g/1,Intravenous,"Injection, powder, for solution",['approved'],False,35607-66-0,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O,0.195,g/l
945,DB01332,Ceftizoxime,1.0,g,2.0,g,Intramuscular; Intravenous,"Powder, for solution","['approved', 'investigational']",False,68401-81-0,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0.229,g/l
946,DB01337,Pancuronium,1.0,mg/mL,2.0,mg/mL,Intravenous,"Injection, solution",['approved'],False,,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,3.08e-06,g/l
947,DB01339,Vecuronium,1.0,mg/mL,20.0,mg/20mL,Intravenous,"Injection, powder, lyophilized, for solution",['approved'],False,86029-43-8,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,1.86e-05,g/l
948,DB01340,Cilazapril,1.0,mg,5.0,mg,Oral,Tablet,['approved'],False,88768-40-5,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,1.06,g/l
949,DB01344,Tolevamer,,,,,,,"['approved', 'investigational']",False,28210-41-5,,,
950,DB01345,Potassium,1.193,g,975.0,mg,Oral,Powder,"['approved', 'investigational']",False,7440-09-7,[K],,
951,DB01351,Amobarbital,0.5,g/5mL,500.0,mg,Intramuscular; Intravenous,"Injection, powder, lyophilized, for solution","['approved', 'illicit']",False,57-43-2,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.897,g/l
952,DB01356,Lithium,8.0,mmol,600.0,mg/1,Oral,Syrup,['approved'],False,7439-93-2,[Li+],,
953,DB01362,Iohexol,4.5,g/1,755.0,mg,Oral,For solution,['approved'],False,66108-95-0,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,0.796,g/l
954,DB01363,Ephedra,,,,,,,"['approved', 'nutraceutical', 'withdrawn']",False,,,,
955,DB01364,Ephedrine,0.13,mg,50.0,mg/mL,Oral,Tablet,['approved'],False,299-42-3,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,8.26,g/l
956,DB01365,Mephentermine,30.0,mg,30.0,mg,Intramuscular; Intravenous,Liquid,['approved'],False,100-92-5,CNC(C)(C)CC1=CC=CC=C1,0.457,g/l
957,DB01366,Procaterol,10.0,mcg,10.0,mcg,Respiratory (inhalation),"Aerosol, metered","['approved', 'investigational']",False,72332-33-3,CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,0.329,g/l
958,DB01367,Rasagiline,0.5,mg,1.0,mg,Oral,Tablet,['approved'],False,136236-51-6,C#CCN[C@@H]1CCC2=CC=CC=C12,0.0249,g/l
959,DB01370,Aluminium,0.008,mg/4mL,4866.0,mg/4.866g,Topical,Gel,"['approved', 'investigational']",False,7429-90-5,[Al],,
960,DB01373,Calcium,0.99,1/1,803.8,mg/1000mL,Oral,Capsule,"['approved', 'nutraceutical']",False,7440-70-2,[Ca],0.0,g/l
961,DB01377,Magnesium oxide,1.75,g,420.0,mg/1,Oral,Liquid,['approved'],False,1309-48-4,O=[Mg],,
962,DB01378,Magnesium,1.0,g,375.0,mg,Oral,Liquid,"['approved', 'nutraceutical']",False,7439-95-4,[Mg++],,
963,DB01380,Cortisone acetate,5.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,50-04-4,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.0278,g/l
964,DB01390,Sodium bicarbonate,0.2,g/5mL,1250.0,g,Intravenous,"Injection, solution",['approved'],False,144-55-8,[Na+].OC([O-])=O,764.0,g/l
965,DB01392,Yohimbine,2.0,mg,6.0,mg,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,146-48-5,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,0.348,g/l
966,DB01393,Bezafibrate,200.0,mg,400.0,mg,Oral,Tablet,"['approved', 'investigational']",False,41859-67-0,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,0.00155,g/l
967,DB01394,Colchicine,0.6,mg/1,1.0,mg,Oral,"Tablet, film coated",['approved'],False,64-86-8,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,0.0276,g/l
968,DB01396,Digitoxin,0.1,mg,0.1,mg,Oral,Tablet,"['approved', 'investigational']",False,71-63-6,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,0.0289,g/l
969,DB01397,Magnesium salicylate,325.0,mg,650.0,mg,Oral,Tablet,['approved'],False,18917-89-0,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,0.0686,g/l
970,DB01399,Salsalate,500.0,mg/1,750.0,mg/1,Oral,Tablet,['approved'],False,552-94-3,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,0.246,g/l
971,DB01400,Neostigmine,0.5,mg/mL,15.0,mg,Intravenous,Injection,"['approved', 'vet_approved']",False,59-99-4,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,0.0677,g/l
972,DB01401,Choline magnesium trisalicylate,500.0,mg/5mL,500.0,mg/5mL,Oral,Liquid,['approved'],False,64425-90-7,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,,
973,DB01403,Methotrimeprazine,2.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,60-99-1,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,0.00525,g/l
974,DB01404,Ginseng,,,,,,,"['approved', 'investigational', 'nutraceutical']",False,50647-08-0,,,
975,DB01406,Danazol,50.0,mg,200.0,mg,Oral,Capsule,['approved'],False,17230-88-5,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,0.0176,g/l
976,DB01409,Tiotropium,1.562,ug/1,18.0,ug/1,Respiratory (inhalation),"Spray, metered",['approved'],False,186691-13-4,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,0.0156,g/l
977,DB01410,Ciclesonide,37.0,ug/1,200.0,mcg,Nasal,"Aerosol, metered","['approved', 'investigational']",False,126544-47-6,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C,0.00157,g/l
978,DB01413,Cefepime,1.0,g,500.0,mg/1,Intramuscular; Intravenous,"Powder, for solution","['approved', 'investigational']",False,88040-23-7,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,0.0173,g/l
979,DB01415,Ceftibuten,18.0,mg/mL,400.0,mg/1,Oral,Suspension,"['approved', 'investigational']",False,97519-39-6,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O,0.0705,g/l
980,DB01416,Cefpodoxime,50.0,mg/5mL,200.0,mg/1,Oral,"Granule, for suspension","['approved', 'vet_approved']",False,80210-62-4,[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0.185,g/l
981,DB01418,Acenocoumarol,1.0,mg,4.0,mg,Oral,Tablet,"['approved', 'investigational']",False,152-72-7,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,0.0106,g/l
982,DB01420,Testosterone propionate,100.0,mg,100.0,mg,Intramuscular,Liquid,"['approved', 'investigational', 'vet_approved', 'withdrawn']",False,57-85-2,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.00502,g/l
983,DB01421,Paromomycin,250.0,mg,250.0,mg,Oral,Capsule,"['approved', 'investigational']",False,7542-37-2,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,79.7,g/l
984,DB01427,Amrinone,5.0,mg,5.0,mg,Intravenous,Liquid,['approved'],False,60719-84-8,NC1=CC(=CNC1=O)C1=CC=NC=C1,5.6,g/l
985,DB01428,Oxybenzone,0.05,g/100g,0.05,g/100g,Topical,Liquid,['approved'],False,131-57-7,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,0.128,g/l
986,DB01432,Cholestyramine,,,,,,,"['approved', 'investigational']",False,11041-12-6,,,
987,DB01436,Alfacalcidol,0.2,mcg,2.0,mcg,Oral,Liquid,"['approved', 'nutraceutical']",False,41294-56-8,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,0.00163,g/l
988,DB01438,Phenazopyridine,95.0,mg/1,200.0,mg/1,Oral,Tablet,['approved'],False,94-78-0,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,0.202,g/l
989,DB01558,Bromazepam,1.5,mg,6.0,mg,Oral,Tablet,"['approved', 'illicit', 'investigational']",False,1812-30-2,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,0.0399,g/l
990,DB01563,Chloral hydrate,100.0,mg,500.0,mg,Oral,Syrup,"['approved', 'illicit', 'investigational', 'vet_approved']",False,302-17-0,OC(O)C(Cl)(Cl)Cl,43.4,g/l
991,DB01574,Attapulgite,300.0,mg,750.0,mg,Oral,Tablet,"['approved', 'vet_approved']",False,12174-11-7,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Al+3].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[H]O[H].[H]O[H].[H]O[H].[H]O[H],,
992,DB01575,Kaolin,0.002,g/.2g,45.5,g/130g,Topical,Patch,['approved'],False,1332-58-7,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],,
993,DB01576,Dextroamphetamine,2.5,mg/1,30.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,51-64-9,C[C@H](N)CC1=CC=CC=C1,1.74,g/l
994,DB01577,Methamphetamine,5.0,mg/1,5.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,537-46-2,CN[C@@H](C)CC1=CC=CC=C1,0.928,g/l
995,DB01579,Phendimetrazine,35.0,mg/1,105.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,634-03-7,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,2.43,g/l
996,DB01580,Oxprenolol,20.0,mg,160.0,mg,Oral,Tablet,['approved'],False,6452-71-7,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,0.68,g/l
997,DB01586,Ursodeoxycholic acid,250.0,mg/1,500.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,128-13-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,0.0197,g/l
