,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
271,DB00820,Tadalafil,2.5,mg,20.0,mg,Oral,Tablet,"['approved', 'investigational']",False,171596-29-5,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,0.25,g/l
272,DB00822,Disulfiram,250.0,mg/1,500.0,mg/1,Oral,Tablet,['approved'],False,97-77-8,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.0126,g/l
273,DB00828,Fosfomycin,3000.0,mg/1,3000.0,mg/1,Oral,Powder,['approved'],False,23155-02-4,C[C@@H]1O[C@@H]1P(O)(O)=O,46.9,g/l
274,DB00717,Norethisterone,0.35,mg/1,5.0,mg/1,Oral,Tablet,['approved'],False,68-22-4,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0.00668,g/l
275,DB00831,Trifluoperazine,1.0,mg/1,23.6,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,117-89-5,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,0.00876,g/l
276,DB00833,Cefaclor,25.0,mg,500.0,mg,Oral,"Powder, for solution",['approved'],False,53994-73-3,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,0.21,g/l
278,DB00836,Loperamide,0.2,mg,2.0,mg/1,Oral,Solution,['approved'],False,53179-11-6,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.00086,g/l
279,DB00839,Tolazamide,250.0,mg/1,500.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,1156-19-0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,0.308,g/l
280,DB00842,Oxazepam,10.0,mg,30.0,mg,Oral,Tablet,['approved'],False,604-75-1,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,0.0881,g/l
281,DB00843,Donepezil,5.0,mg,23.0,mg/1,Oral,Tablet,['approved'],False,120014-06-4,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,0.0045,g/l
282,DB00848,Levamisole,50.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational', 'vet_approved', 'withdrawn']",False,14769-73-4,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,1.44,g/l
283,DB00850,Perphenazine,2.0,mg/1,16.0,mg,Oral,"Tablet, film coated",['approved'],False,58-39-9,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0.0237,g/l
284,DB00852,Pseudoephedrine,7.5,mg,240.0,mg/1,Oral,Liquid,['approved'],False,90-82-4,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,8.26,g/l
285,DB00854,Levorphanol,2.0,mg/1,2.0,mg/1,Oral,Tablet,['approved'],False,77-07-6,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,0.173,g/l
286,DB00859,Penicillamine,125.0,mg,250.0,mg,Oral,Capsule,['approved'],False,52-67-5,[H][C@](N)(C(O)=O)C(C)(C)S,4.65,g/l
288,DB00862,Vardenafil,2.5,mg/1,20.0,mg/1,Oral,"Tablet, film coated",['approved'],False,224785-90-4,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,0.325,g/l
289,DB00865,Benzphetamine,25.0,mg/1,50.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,156-08-1,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,0.0233,g/l
290,DB00868,Benzonatate,100.0,mg/1,200.0,mg/1,Oral,"Capsule, liquid filled",['approved'],False,104-31-4,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0.00159,g/l
291,DB00875,Flupentixol,0.5,mg,100.0,mg,Oral,Tablet,"['approved', 'investigational', 'withdrawn']",False,2709-56-0,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,0.00399,g/l
293,DB00877,Sirolimus,0.5,mg,5.0,mg,Oral,"Tablet, coated","['approved', 'investigational']",True,53123-88-9,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,0.00173,g/l
294,DB00881,Quinapril,5.0,mg/1,40.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,85441-61-8,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,0.0085,g/l
295,DB00882,Clomifene,50.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,911-45-5,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,0.000414,g/l
296,DB00884,Risedronate,5.0,mg,150.0,mg,Oral,Tablet,"['approved', 'investigational']",False,105462-24-6,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,10.4,g/l
297,DB00891,Sulfapyridine,500.0,mg,500.0,mg,Oral,Tablet,['approved'],False,144-83-2,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,0.235,g/l
298,DB00897,Triazolam,0.125,mg,0.25,mg/1,Oral,Tablet,"['approved', 'investigational']",False,28911-01-5,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,0.0183,g/l
299,DB00900,Didanosine,4000.0,mg,400.0,mg/1,Oral,"Powder, for solution",['approved'],False,69655-05-6,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,6.58,g/l
300,DB00903,Etacrynic acid,25.0,mg/1,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,58-54-8,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,0.0194,g/l
301,DB00906,Tiagabine,2.0,mg/1,16.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,115103-54-3,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,0.0211,g/l
302,DB00909,Zonisamide,25.0,mg,300.0,mg,Oral,Capsule,"['approved', 'investigational']",False,68291-97-4,NS(=O)(=O)CC1=NOC2=CC=CC=C12,2.09,g/l
303,DB00796,Candesartan cilexetil,4.0,mg,32.0,mg/1,Oral,Tablet,['approved'],False,145040-37-5,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,0.00204,g/l
304,DB00911,Tinidazole,250.0,mg/1,500.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,19387-91-8,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,3.03,g/l
305,DB00912,Repaglinide,0.5,mg,2.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,135062-02-1,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,0.00294,g/l
306,DB00915,Amantadine,10.0,mg,137.0,mg/1,Oral,Syrup,['approved'],False,768-94-5,NC12CC3CC(CC(C3)C1)C2,0.0846,g/l
307,DB00918,Almotriptan,6.25,mg/1,12.5,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,154323-57-6,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,0.121,g/l
308,DB00924,Cyclobenzaprine,5.0,mg/1,30.0,mg/1,Oral,"Tablet, film coated",['approved'],False,303-53-7,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0.00689,g/l
309,DB00925,Phenoxybenzamine,10.0,mg/1,10.0,mg/1,Oral,Capsule,['approved'],False,59-96-1,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0.0103,g/l
311,DB00933,Mesoridazine,10.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,5588-33-0,CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O,0.0767,g/l
312,DB00934,Maprotiline,10.0,mg,75.0,mg,Oral,Tablet,"['approved', 'investigational']",False,10262-69-8,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0.00015,g/l
313,DB00937,Diethylpropion,25.0,mg/1,75.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,90-84-6,CCN(CC)C(C)C(=O)C1=CC=CC=C1,1.22,g/l
314,DB00939,Meclofenamic acid,50.0,mg/1,100.0,mg/1,Oral,Capsule,"['approved', 'vet_approved']",False,644-62-2,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,0.00366,g/l
315,DB00943,Zalcitabine,0.375,mg,0.75,mg,Oral,Tablet,"['approved', 'investigational']",False,7481-89-2,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,7.05,g/l
316,DB00945,Acetylsalicylic acid,80.0,mg,975.0,mg,Oral,Tablet,"['approved', 'vet_approved']",False,50-78-2,CC(=O)OC1=CC=CC=C1C(O)=O,1.46,g/l
317,DB00949,Felbamate,400.0,mg/1,600.0,mg/1,Oral,Tablet,['approved'],False,25451-15-4,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,0.742,g/l
318,DB00951,Isoniazid,10.0,mg,500000.0,mg,Oral,Syrup,"['approved', 'investigational']",False,54-85-3,NNC(=O)C1=CC=NC=C1,34.9,g/l
320,DB00953,Rizatriptan,5.0,mg/1,10.0,mg,Oral,Tablet,['approved'],False,144034-80-0,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,0.338,g/l
321,DB00956,Hydrocodone,1.0,mg,120.0,mg/1,Oral,Syrup,"['approved', 'illicit']",False,125-29-1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,0.797,g/l
322,DB00960,Pindolol,5.0,mg,15.0,mg,Oral,Tablet,"['approved', 'investigational']",False,13523-86-9,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,0.861,g/l
323,DB00962,Zaleplon,5.0,mg/1,10.0,mg/1,Oral,Capsule,"['approved', 'illicit', 'investigational']",False,151319-34-5,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,0.0403,g/l
324,DB00966,Telmisartan,20.0,mg,80.0,mg,Oral,Tablet,"['approved', 'investigational']",False,144701-48-4,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,0.0035,g/l
325,DB00967,Desloratadine,0.5,mg,5.0,mg,Oral,Syrup,"['approved', 'investigational']",False,100643-71-8,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,0.00395,g/l
326,DB00969,Alosetron,0.5,mg/1,1.0,mg/1,Oral,Tablet,"['approved', 'withdrawn']",False,122852-42-0,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,0.438,g/l
327,DB00973,Ezetimibe,10.0,mg,10.0,mg,Oral,Tablet,['approved'],False,163222-33-1,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,0.00846,g/l
328,DB00976,Telithromycin,300.0,mg/1,400.0,mg,Oral,"Tablet, film coated",['approved'],False,191114-48-4,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,0.0283,g/l
329,DB00977,Ethinyl Estradiol,0.02,mg,0.5,mg,Oral,Tablet,['approved'],False,57-63-6,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,0.00677,g/l
330,DB00980,Ramelteon,8.0,mg/1,8.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,196597-26-9,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,0.0164,g/l
332,DB00989,Rivastigmine,1.5,mg,18.0,mg,Oral,Capsule,"['approved', 'investigational']",False,123441-03-2,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,2.04,g/l
333,DB00990,Exemestane,25.0,mg,25.0,mg,Oral,Tablet,"['approved', 'investigational']",False,107868-30-4,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,0.00683,g/l
335,DB00995,Auranofin,3.0,mg/1,3.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,34031-32-8,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,0.151,g/l
336,DB00996,Gabapentin,100.0,mg,800.0,mg,Oral,Capsule,"['approved', 'investigational']",False,60142-96-3,NCC1(CC(O)=O)CCCCC1,4.34,g/l
337,DB00998,Frovatriptan,2.5,mg,2.5,mg,Oral,Tablet,"['approved', 'investigational']",False,158747-02-5,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,0.123,g/l
339,DB01005,Hydroxyurea,100.0,mg,1000.0,mg,Oral,"Tablet, film coated",['approved'],False,127-07-1,NC(=O)NO,269.0,g/l
340,DB01006,Letrozole,2.5,mg,2.5,mg,Oral,Tablet,"['approved', 'investigational']",False,112809-51-5,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,0.0799,g/l
341,DB01008,Busulfan,2.0,mg/1,60.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,55-98-1,CS(=O)(=O)OCCCCOS(C)(=O)=O,5.16,g/l
342,DB01011,Metyrapone,250.0,mg/1,250.0,mg/1,Oral,"Capsule, gelatin coated","['approved', 'investigational']",False,54-36-4,CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1,0.427,g/l
343,DB01012,Cinacalcet,30.0,mg,90.0,mg,Oral,Tablet,['approved'],False,226256-56-0,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,5.59e-05,g/l
344,DB01014,Balsalazide,1100.0,mg/1,750.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,80573-04-2,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,0.0621,g/l
345,DB01015,Sulfamethoxazole,500.0,mg,800.0,mg/1,Oral,Tablet,['approved'],False,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,0.459,g/l
346,DB01016,Glyburide,1.25,mg/1,6.0,mg/1,Oral,Tablet,['approved'],False,10238-21-8,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,0.00206,g/l
347,DB01017,Minocycline,1.0,mg/1,135.0,mg/1,Oral,Powder,"['approved', 'investigational']",False,10118-90-8,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,3.07,g/l
348,DB01018,Guanfacine,1.0,mg/1,4.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,29110-47-2,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,0.139,g/l
349,DB01019,Bethanechol,5.0,mg/1,50.0,mg,Oral,Tablet,['approved'],False,674-38-4,CC(C[N+](C)(C)C)OC(N)=O,0.311,g/l
350,DB01020,Isosorbide Mononitrate,10.0,mg/1,120.0,mg/1,Oral,Tablet,['approved'],False,16051-77-7,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,57.0,g/l
351,DB01023,Felodipine,2.5,mg,10.0,mg/1,Oral,"Tablet, extended release","['approved', 'investigational']",False,72509-76-3,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,0.00715,g/l
352,DB01024,Mycophenolic acid,180.0,mg,360.0,mg/1,Oral,"Tablet, delayed release",['approved'],False,24280-93-1,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,0.0355,g/l
353,DB01029,Irbesartan,75.0,mg,300.0,mg,Oral,Tablet,"['approved', 'investigational']",False,138402-11-6,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,0.00884,g/l
354,DB01030,Topotecan,0.25,mg,4.0,mg,Oral,Capsule,"['approved', 'investigational']",False,123948-87-8,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,0.861,g/l
355,DB01032,Probenecid,500.0,mg,500.0,mg,Oral,Tablet,"['approved', 'investigational']",False,57-66-9,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,0.425,g/l
357,DB00933,Mesoridazine,10.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,5588-33-0,CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O,0.0767,g/l
358,DB01039,Fenofibrate,30.0,mg/1,200.0,mg/1,Oral,Capsule,['approved'],False,49562-28-9,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,0.000707,g/l
359,DB01041,Thalidomide,50.0,mg,200.0,mg,Oral,Capsule,"['approved', 'investigational', 'withdrawn']",False,50-35-1,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,2.55,g/l
360,DB00939,Meclofenamic acid,50.0,mg/1,100.0,mg/1,Oral,Capsule,"['approved', 'vet_approved']",False,644-62-2,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,0.00366,g/l
361,DB00943,Zalcitabine,0.375,mg,0.75,mg,Oral,Tablet,"['approved', 'investigational']",False,7481-89-2,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,7.05,g/l
362,DB01046,Lubiprostone,0.008,mg/1,0.024,mg/1,Oral,"Capsule, gelatin coated","['approved', 'investigational']",False,136790-76-6,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,0.0256,g/l
363,DB01056,Tocainide,400.0,mg,400.0,mg,Oral,Tablet,['approved'],False,41708-72-9,CC(N)C(=O)NC1=C(C)C=CC=C1C,1.6,g/l
365,DB01060,Amoxicillin,25.0,mg,875.0,mg/1,Oral,Suspension,"['approved', 'vet_approved']",False,26787-78-0,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,0.958,g/l
366,DB00952,Naratriptan,1.0,mg/1,2.5,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,121679-13-8,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,0.114,g/l
367,DB01065,Melatonin,2.0,mg,2.0,mg,Oral,"Tablet, extended release","['approved', 'nutraceutical', 'vet_approved']",False,73-31-4,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,0.143,g/l
368,DB01066,Cefditoren,200.0,mg/1,400.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,104145-95-1,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0.0441,g/l
369,DB01067,Glipizide,2.5,mg/1,10.0,mg/1,Oral,"Tablet, film coated, extended release","['approved', 'investigational']",False,29094-61-9,CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,0.0164,g/l
370,DB01068,Clonazepam,0.125,mg/1,2.0,mg/1,Oral,"Tablet, orally disintegrating","['approved', 'illicit']",False,1622-61-3,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,0.0106,g/l
371,DB01070,Dihydrotachysterol,0.125,mg,0.125,mg,Oral,Capsule,['approved'],False,67-96-9,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,0.000125,g/l
372,DB01072,Atazanavir,50.0,mg/1,300.0,mg,Oral,Powder,"['approved', 'investigational']",False,198904-31-3,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0.00327,g/l
373,DB01073,Fludarabine,10.0,mg,50.0,mg,Oral,Tablet,['approved'],False,21679-14-1,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,12.1,g/l
374,DB01076,Atorvastatin,10.0,mg,80.0,mg,Oral,Tablet,['approved'],False,134523-00-5,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,0.00063,g/l
375,DB01080,Vigabatrin,1000.0,mg,500.0,mg,Oral,Powder,['approved'],False,68506-86-5,NC(CCC(O)=O)C=C,96.6,g/l
376,DB01083,Orlistat,27.0,mg,120.0,mg/1,Oral,"Tablet, chewable","['approved', 'investigational']",False,96829-58-2,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,9.19e-05,g/l
377,DB01087,Primaquine,15.0,mg/1,26.3,mg,Oral,"Tablet, film coated",['approved'],False,90-34-6,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,0.0564,g/l
378,DB01095,Fluvastatin,20.0,mg/1,80.0,mg/1,Oral,Capsule,['approved'],False,93957-54-1,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,0.00441,g/l
379,DB01097,Leflunomide,10.0,mg,100.0,mg,Oral,Tablet,"['approved', 'investigational']",False,75706-12-6,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,0.0844,g/l
380,DB01098,Rosuvastatin,5.0,mg,40.0,mg,Oral,Tablet,['approved'],False,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,0.0886,g/l
381,DB01099,Flucytosine,250.0,mg/1,500.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,2022-85-7,NC1=C(F)C=NC(=O)N1,1.92,g/l
383,DB01101,Capecitabine,150.0,mg,500.0,mg,Oral,Tablet,"['approved', 'investigational']",False,154361-50-9,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,0.248,g/l
384,DB01105,Sibutramine,10.0,mg,15.0,mg,Oral,Capsule,"['approved', 'illicit', 'investigational', 'withdrawn']",False,106650-56-0,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,0.00094,g/l
385,DB01114,Chlorphenamine,1.25,mg/1,12.0,mg,Oral,Capsule,['approved'],False,132-22-9,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,0.0519,g/l
386,DB01115,Nifedipine,5.0,mg,90.0,mg/1,Oral,Capsule,['approved'],False,21829-25-4,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,0.0177,g/l
387,DB01117,Atovaquone,250.0,mg,750.0,mg,Oral,Tablet,['approved'],False,95233-18-4,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,0.000796,g/l
388,DB01120,Gliclazide,30.0,mg,80.0,mg,Oral,"Tablet, extended release",['approved'],False,21187-98-4,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,0.19,g/l
389,DB01124,Tolbutamide,1000.0,mg,500.0,mg,Oral,Tablet,"['approved', 'investigational']",False,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,0.202,g/l
390,DB01126,Dutasteride,0.5,mg,0.5,mg,Oral,Capsule,"['approved', 'investigational']",False,164656-23-9,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,0.000908,g/l
391,DB01128,Bicalutamide,50.0,mg,50.0,mg,Oral,Tablet,['approved'],False,90357-06-5,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,0.00928,g/l
392,DB01129,Rabeprazole,5.0,mg/1,20.0,mg/1,Oral,"Capsule, delayed release","['approved', 'investigational']",False,117976-89-3,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,0.336,g/l
393,DB01131,Proguanil,100.0,mg,100.0,mg,Oral,Tablet,['approved'],False,500-92-5,CC(C)\N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1,0.286,g/l
394,DB01132,Pioglitazone,15.0,mg,45.0,mg,Oral,Tablet,"['approved', 'investigational']",False,111025-46-8,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,0.00442,g/l
395,DB01136,Carvedilol,3.125,mg,80.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,72956-09-3,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,0.00444,g/l
396,DB01138,Sulfinpyrazone,100.0,mg,200.0,mg,Oral,Tablet,['approved'],False,57-96-5,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,0.323,g/l
397,DB01140,Cefadroxil,1000.0,mg/1,1000.0,mg/1,Oral,"Tablet, film coated","['approved', 'vet_approved', 'withdrawn']",False,50370-12-2,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,0.399,g/l
398,DB01142,Doxepin,3.0,mg/1,150.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,1668-19-5,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,0.0319,g/l
