,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
3392,DB04705,"(3BETA)-CHOLEST-5-ENE-3,25-DIOL",,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.95,5.64,2.44e-04 g/l,18.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,DB04706,"(3BETA,7BETA)-CHOLEST-5-ENE-3,7-DIOL",,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.61,5.96,4.76e-04 g/l,18.2,-0.83,0.0,0.0,0.0,0.0,0.0,0.0
3394,DB04707,HYDROXYFASUDIL,,OC1=C2C=CC=C(C2=CC=N1)S(=O)(=O)N1CCCNCC1,-0.04,0.61,6.59e-01 g/l,11.09,8.04,0.0,0.0,0.0,1.0,0.0,0.0
3395,DB04708,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",,NC(=O)C[C@H]1C[C@@H](C2=CN[C@](C[C@H](O)[C@H](CC3=CC=CC=C3)NC(=O)O[C@H]3CCOC3)(CC3=CC=CC=C3)C2=O)C2=CC=CC=C12,2.53,4.03,7.27e-04 g/l,13.94,1.95,0.0,3.0,0.0,0.0,0.0,0.0
3396,DB04709,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",,[H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@]1([H])CC[C@@]2([H])CC1)C1=CC=C(C2=CC=CC=C12)[N+]([O-])=O,3.28,3.44,9.03e-03 g/l,16.91,-1.0,0.0,2.0,0.0,0.0,0.0,1.0
3397,DB04710,(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)C1=NOC(C)=C1,1.35,0.97,7.44e-02 g/l,11.71,-0.54,0.0,6.0,0.0,0.0,0.0,0.0
3398,DB04711,Iodipamide,606-17-7,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,3.42,8.25,3.06e-03 g/l,2.03,-3.4,0.0,4.0,0.0,0.0,0.0,0.0
3399,DB04712,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C2=NC(CNC3=CC=CC=C3)=CN12,0.12,-1.2,6.65e+00 g/l,12.33,4.86,0.0,0.0,0.0,0.0,0.0,0.0
3400,DB04713,4-IODOPHENYLALANINE,,[H][C@@](N)(CC1=CC=C(I)C=C1)C(O)=O,-1.2,-0.26,2.74e-01 g/l,1.27,9.44,0.0,1.0,0.0,0.0,0.0,0.0
3401,DB04715,IMIDAZOPYRIDAZIN 1,,CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(NCC3CC3)=NN12,2.88,2.63,1.65e-02 g/l,15.98,4.3,0.0,1.0,0.0,0.0,0.0,0.0
3402,DB04716,"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",,CC(C)(C)C1=NC2=C3C=CC(F)=CC3=C3C(=O)NC=CC3=C2N1,3.91,3.67,7.47e-03 g/l,10.28,3.91,1.0,1.0,0.0,0.0,0.0,0.0
3403,DB04717,2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,,NCCCNCCO[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N,-2.7,-8.8,2.92e+01 g/l,13.09,10.48,0.0,0.0,0.0,0.0,0.0,0.0
3404,DB04718,"(2S,3S,4R,5R,6R)-5-Amino-2-(Aminomethyl)-6-((2R,3R,4R,5S)-5-((1R,2R,3S,5R,6S)-3,5-Diamino-2-((2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)-tetrahydro-2H-pyran-2-yloxy)-6-hydroxycyclohexyloxy)-2-(hydroxymethyl)-4-(2-((R)-piperidin-3-ylmethylamin",,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2OCCNC[C@@H]2CCCNC2)[C@H](N)[C@@H](O)[C@@H]1O,-2.4,-7.9,2.77e+01 g/l,13.09,10.66,0.0,0.0,0.0,0.0,0.0,0.0
3405,DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",,CN(C)C1=NC2=C(Br)C(Br)=C(Br)C(Br)=C2N1,4.52,5.13,5.65e-03 g/l,10.77,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3406,DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",,CSC1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Br,4.88,5.65,1.31e-03 g/l,8.94,3.1,0.0,0.0,0.0,0.0,0.0,0.0
3407,DB04722,"2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE",,[H][C@](C)(NC(=O)CC1=[N+]([O-])C(NCC(F)(F)C2=[N+]([O-])C=CC=C2)=CC=C1Cl)C1=CC=CC(Cl)=C1,4.3,3.45,3.30e-04 g/l,12.33,-0.21,2.0,1.0,0.0,0.0,0.0,0.0
3408,DB04723,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,,NC(N)=NC1=CC=CC(=C1)[C@@H](CS)C(O)=O,0.52,-0.049,2.01e-01 g/l,3.74,11.16,0.0,1.0,0.0,0.0,0.0,0.0
3409,DB04724,"(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE",,CNC(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)N1CCC(=O)N(CC2=CNC3=CC=CC=C3C2)[C@@H](CC(C)C)C1=O,4.0,3.83,4.22e-03 g/l,15.72,0.48,0.0,3.0,0.0,0.0,0.0,0.0
3410,DB04726,"7,8,10-TRIMETHYLBENZO[G]PTERIDINE-2,4(3H,10H)-DIONE",,CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12,0.52,1.66,2.18e-01 g/l,6.97,0.77,0.0,2.0,0.0,0.0,0.0,0.0
3411,DB04728,Lividomycin A,36441-41-5,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-2.9,-9.4,6.61e+01 g/l,12.02,9.99,0.0,0.0,0.0,0.0,0.0,0.0
3412,DB04729,GENTAMICIN C1A,,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O,-2.2,-4.0,2.05e+01 g/l,12.55,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3413,DB04731,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,,CC(=O)OC[C@H](O)CO[P@](O)(=O)OCC[NH3+],-1.8,-3.0,1.67e+01 g/l,1.87,10.0,0.0,1.0,0.0,0.0,0.0,0.0
3414,DB04732,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,,[H][C@@](CC(C)C)(NC(=O)[C@@]([H])(CC1=C2C=CC=CC2=CC=C1)NC(=O)N1CCOCC1)B(O)O,1.89,2.91,3.13e-02 g/l,13.77,-2.0,0.0,2.0,0.0,0.0,0.0,0.0
3415,DB04733,"1,6-DI-O-PHOSPHONO-D-MANNITOL",,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,-1.7,-4.0,1.62e+01 g/l,1.19,-3.5,0.0,0.0,0.0,0.0,0.0,0.0
3416,DB04735,MONOGALACTOSYL-DIACYLGLYCEROL,,CCCCCCCCCCCCCCCC(=O)O[C@@H](CO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O)COC(=O)CCCCCCCCCCCC,7.58,8.9,9.05e-04 g/l,12.21,-3.0,0.0,2.0,0.0,0.0,0.0,0.0
3417,DB04736,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",,C[C@@H](NC(=O)[C@H](CCC[C@@H](N)C(O)=O)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H]2OC[C@@H](O2)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)C(O)=O)C(O)=O,-2.4,-8.8,4.18e+00 g/l,1.92,9.52,0.0,9.0,0.0,0.0,0.0,0.0
3418,DB04737,(S)-HYDROXY(PHENYL)ACETONITRILE,,O[C@H](C#N)C1=CC=CC=C1,0.68,0.95,5.89e+00 g/l,11.8,-4.2,0.0,0.0,0.0,0.0,0.0,0.0
3419,DB04738,Motuporin,,CC[C@@H]1N(C)C(=O)CC[C@@H](NC(=O)[C@@H](C)[C@H](CC[C@@H](C)C[C@H](C)[C@H](CC2=CC=CC=C2)OC)NC(=O)[C@@H](NC(=O)[C@@H](C)[C@@H](NC1=O)C(O)=O)C(C)C)C(O)=O,2.07,3.36,7.70e-03 g/l,3.46,-0.63,0.0,7.0,0.0,0.0,0.0,0.0
3420,DB04739,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,3.32,3.86,2.09e-02 g/l,12.27,8.27,0.0,1.0,0.0,0.0,0.0,0.0
3421,DB04740,MOXALACTAM (HYDROLYZED),,CO[C@](NC(=O)[C@H](C(O)=O)C1=CC=C(O)C=C1)([C@H]1OCC(=C)C(=N1)C(O)=O)C(O)=O,1.18,1.55,3.62e-01 g/l,2.48,-3.9,0.0,4.0,0.0,0.0,0.0,0.0
3422,DB04741,Myxothiazol,76706-55-3,CO[C@@H](\C=C\C1=CSC(=N1)C1=CSC(=N1)[C@@H](C)\C=C\C=C\C(C)C)[C@@H](C)C(\OC)=C/C(N)=O,5.38,4.96,1.49e-03 g/l,15.91,1.42,0.0,1.0,0.0,0.0,0.0,0.0
3423,DB04742,NITROCEFIN,,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@@]1([H])SCCC(=N1)C(O)=O,0.93,1.43,5.51e-02 g/l,3.57,-1.5,0.0,3.0,0.0,0.0,0.0,0.0
3424,DB04743,Nimesulide,51803-78-2,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,2.56,1.79,1.82e-02 g/l,6.86,-8.9,0.0,0.0,0.0,1.0,0.0,1.0
3425,DB04744,"2-HYDROXY-1,4-NAPHTHOQUINONE",,OC1=CC(=O)C(=O)C2=CC=CC=C12,1.21,1.45,1.65e+00 g/l,6.41,-6.6,0.0,2.0,0.0,0.0,0.0,0.0
3426,DB04745,2-OXOQUINOLINE,,O=C1NC2=CC=CC=C2C=C1,1.51,1.6,2.45e+00 g/l,13.95,-2.2,0.0,1.0,0.0,0.0,0.0,0.0
3427,DB04748,OXIMINOARYLSULFONAMIDE,,C(C)(C)CN(C[C@@H](O)[C@@H](NC(=O)[C@H](C(C)C)N1CCN(CC2=CSC(C)=N2)C1=O)CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)\C=N\O,3.17,3.56,9.41e-03 g/l,7.05,2.89,0.0,2.0,0.0,1.0,0.0,0.0
3428,DB04749,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,,SCCC(=O)SCCC=O,1.64,0.8,1.29e+00 g/l,10.13,-6.0,0.0,2.0,0.0,0.0,0.0,0.0
3429,DB04750,OREGON GREEN 488 CARBOXYLATE,,OC(=O)C1=CC(C(O)=O)=C(C=C1)C1=C2C=C(F)C(=O)C=C2OC2=CC(O)=C(F)C=C12,2.94,3.01,6.90e-03 g/l,3.28,1.87,2.0,3.0,0.0,0.0,0.0,0.0
3430,DB04751,Purvalanol A,212844-53-6,[H][C@@](CO)(NC1=NC(NC2=CC=CC(Cl)=C2)=C2N=CN(C(C)C)C2=N1)C(C)C,3.91,4.1,5.57e-02 g/l,13.92,4.39,0.0,0.0,0.0,0.0,0.0,0.0
3431,DB04752,Phosphatidyl ethanol,,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC,8.73,12.04,8.06e-05 g/l,1.32,-6.7,0.0,2.0,0.0,0.0,0.0,0.0
3432,DB04753,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",,OC[C@H]1O[C@H]([C@@H]2O[C@H](CP(O)(O)=O)O[C@H]12)C1=CNC2=C1NC=NC2=O,-1.0,-2.4,1.26e+01 g/l,1.73,-0.34,0.0,1.0,0.0,0.0,0.0,0.0
3433,DB04754,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](CP(O)(O)=O)O[C@@H]12,-2.0,-3.3,3.45e+00 g/l,1.67,2.64,0.0,1.0,0.0,0.0,0.0,0.0
3434,DB04756,"2-[3,5-DICHLORO-4-(2-{2-[2(2-MERCAPTOETHOXY)ETHOXY]ETHOXY}ETHOXY)PHENYLAMINO]BENZOIC ACID",,OOOC1=C(Cl)C=C(NC2=CC=CC=C2C(O)=O)C=C1Cl,4.38,5.35,2.05e-02 g/l,3.87,-2.2,0.0,1.0,0.0,0.0,0.0,0.0
3435,DB04757,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](O[C@@H]12)P(O)(O)=O,-1.9,-3.0,3.53e+00 g/l,0.8,2.59,0.0,1.0,0.0,0.0,0.0,0.0
3436,DB04758,2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),,CCS(=O)(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC1=CC=C(C=C1)C(N)=N,0.29,-1.0,2.12e-02 g/l,9.65,11.4,0.0,3.0,0.0,1.0,0.0,0.0
3437,DB04759,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",,CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC=CC(C)=C2)=CC=C1,1.97,3.45,7.51e-03 g/l,13.34,-2.8,0.0,2.0,0.0,0.0,0.0,0.0
3438,DB04760,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",,CC1=C(F)C=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC(C)=C(F)C=C2)=C1,2.67,3.73,3.01e-03 g/l,13.14,-2.8,2.0,2.0,0.0,0.0,0.0,0.0
3439,DB04761,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",,O=C(NCC1=CC=CN=C1)C1=CC(=NC=N1)C(=O)NCC1=CN=CC=C1,0.23,-0.016,1.99e-02 g/l,13.03,5.12,0.0,2.0,0.0,0.0,0.0,0.0
3440,DB04762,N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,,CC1=NC=C(COP(O)(O)=O)C(CN[C@H](CCC(O)=O)C(O)=O)=C1O,-2.1,-4.8,8.19e-01 g/l,0.98,10.12,0.0,2.0,0.0,0.0,0.0,0.0
3441,DB04765,N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,,CC1=NC=C(COP(O)(O)=O)C(CN[C@@](C)(CCC(O)=O)C(O)=O)=C1O,-2.0,-4.3,7.70e-01 g/l,1.0,10.2,0.0,2.0,0.0,0.0,0.0,0.0
3442,DB04767,N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,,CCCS(=O)(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](CCSC)C(=O)NCC1=CC=C(C=C1)C(N)=N,-0.1,-0.98,5.89e-02 g/l,8.59,11.37,0.0,2.0,0.0,1.0,0.0,0.0
3443,DB04768,Pyrithiamine Pyrophosphate,,CC1=NC=C(C[N+]2=CC=CC(CCO[P@](O)(=O)OP(O)(O)=O)=C2C)C(N)=N1,-1.2,-6.7,6.11e-01 g/l,1.78,5.54,0.0,0.0,0.0,0.0,0.0,0.0
3444,DB04769,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",,O=C1NC(=O)\C(S1)=C\C1=CC2=C(C=C1)N=CC=N2,1.17,1.18,1.11e-01 g/l,7.9,1.63,0.0,2.0,0.0,0.0,0.0,0.0
3445,DB04770,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(OCC2=CC=CC=C2)=N1,3.23,3.26,1.70e-01 g/l,14.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0
3446,DB04771,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,,CC(C)C[C@H](NC(=O)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N,1.16,0.83,3.09e-02 g/l,13.89,11.28,0.0,3.0,0.0,0.0,0.0,1.0
3447,DB04772,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,,CC(C)C[C@H](NS(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N,0.86,0.08,9.90e-02 g/l,9.18,11.29,0.0,2.0,0.0,1.0,0.0,0.0
3448,DB04773,METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,,C[C@@H](O)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(O)=O,0.42,0.17,1.05e+01 g/l,3.91,-2.6,0.0,3.0,0.0,0.0,0.0,0.0
3449,DB04774,Reidispongiolide A,,CO[C@H](C\C=C\N(C)C=O)[C@@H](C)C(=O)CC[C@H](C)[C@H](OC)[C@H](C)[C@H]1OC(=O)\C=C\C=C(C)\C[C@H](CC2=CC(=O)O[C@H](C2)[C@H](C)[C@H](C[C@H](OC)\C=C\[C@H](C)[C@H](C[C@@H](OC)\C=C\[C@@H]1C)OC)OC)OC,6.18,7.54,4.36e-04 g/l,16.57,-3.4,0.0,4.0,0.0,0.0,0.0,0.0
3450,DB04775,Reidispongiolide C,,CC[C@@H](OC)[C@@H](C)C(=O)CC[C@H](C)[C@H](OC)[C@H](C)[C@H]1OC(=O)\C=C/C=C(C)/C[C@H](CC2=CC(=O)O[C@H](C2)[C@H](C)[C@H](C[C@H](OC)\C=C\[C@H](C)[C@H](C[C@@H](OC)\C=C\[C@@H]1C)OC)OC)OC,6.32,8.64,2.17e-04 g/l,16.57,-3.4,0.0,3.0,0.0,0.0,0.0,0.0
3451,DB04776,"N6-METHYL-(R)-ROSCOVITINE, R-2-[6-(BENZYL-METHYL-AMINO)-9-ISOPROPYL-9H-PURIN-2-YLAMINO]-BUTAN-1-OL",,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(=N1)N(C)CC1=CC=CC=C1,3.45,3.53,2.40e-01 g/l,14.33,5.4,0.0,0.0,0.0,0.0,0.0,0.0
3452,DB04778,SC45647,,C[C@@H](N[C@@H](NCC(O)O)NC1=CC=C(CN)C=C1)C1=CC=CC=C1,0.5,1.64,2.74e-01 g/l,12.19,9.62,0.0,0.0,0.0,0.0,0.0,0.0
3453,DB04779,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,,CCS\C(CC1=CC=CC=C1)=N/OS(O)(=O)=O,1.16,1.05,4.52e-02 g/l,-3.4,0.2,0.0,0.0,0.0,1.0,0.0,0.0
3454,DB04780,Sulfatide,,CCCCCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(O)(=O)=O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC,5.57,10.09,5.99e-04 g/l,-1.8,-3.0,0.0,1.0,0.0,1.0,0.0,0.0
3455,DB04781,5-hydroxyvaleric acid,13392-69-3,OCCCCC(O)=O,-0.23,-0.07,2.43e+02 g/l,4.59,-2.0,0.0,1.0,0.0,0.0,0.0,0.0
3456,DB04783,Sphinxolide B,,CO[C@H](C\C=C\N(C)C=O)[C@@H](C)C(=O)CC[C@H](C)[C@H](OC)[C@H](C)[C@H]1OC(=O)\C=C\C=C(C)/C[C@H](CC2=CC(=O)O[C@H]([C@H]2O)[C@H](C)[C@H](C[C@H](OC)\C=C\[C@H](C)[C@@H](O)C[C@@H](OC)\C=C\[C@@H]1C)OC)OC,5.31,5.98,1.46e-03 g/l,13.49,-2.9,0.0,4.0,0.0,0.0,0.0,0.0
3457,DB04784,Methylphenyl carbinol,1517-69-7,C[C@@H](O)C1=CC=CC=C1,1.58,1.62,1.55e+01 g/l,14.81,-2.9,0.0,0.0,0.0,0.0,0.0,0.0
3458,DB04785,Streptolydigin,7229-50-7,CNC(=O)[C@@H](C)[C@@H]1N([C@@H]2CC[C@H](O)[C@H](C)O2)C(O)=C(C(=O)\C=C\C(\C)=C\[C@@H](C)[C@@H]2O[C@]3(C)O[C@@H](C=C[C@]33CO3)[C@@H]2C)C1=O,1.98,3.54,4.61e-02 g/l,4.25,-0.26,0.0,3.0,0.0,0.0,0.0,0.0
3459,DB04787,Tanaproget,304853-42-7,CN1C(=CC=C1C1=CC=C2NC(=S)OC(C)(C)C2=C1)C#N,3.72,3.82,3.11e-02 g/l,10.79,-2.1,0.0,0.0,0.0,0.0,0.0,0.0
3460,DB04788,Tagetitoxin,87913-21-1,CC(=O)O[C@@H]1[C@H](N)[C@@H](OP(O)(O)=O)[C@]2(CS[C@](O)([C@@H]1O2)C(N)=O)C(O)=O,-1.5,-3.8,3.75e+01 g/l,0.85,8.72,0.0,3.0,0.0,0.0,0.0,0.0
3461,DB04789,5-methyltetrahydrofolate,134-35-0,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,-0.58,-3.8,3.32e-01 g/l,3.5,3.54,0.0,4.0,0.0,0.0,0.0,0.0
3462,DB04795,Thenoyltrifluoroacetone,326-91-0,FC(F)(F)C(=O)CC(=O)C1=CC=CS1,2.37,2.8,7.52e-02 g/l,7.17,-8.0,3.0,2.0,0.0,0.0,0.0,0.0
3463,DB04796,Inecalcitol,,C=C1\C(=C/C=C2/CCC[C@@]3(C)[C@]2([H])CC[C@]3([H])[C@@](C)([H])CC#CC(C)(C)O)C[C@](O)([H])C[C@@]1(O)[H],5.15,4.09,2.58e-03 g/l,14.33,-2.7,0.0,0.0,0.0,0.0,0.0,0.0
3464,DB04798,THIO-ATPA,,[H][C@]([NH3+])(CC1=C(SN=C1[O-])C(C)(C)C)C(O)=O,-0.01,-0.25,3.94e-02 g/l,2.29,8.96,0.0,1.0,0.0,0.0,0.0,0.0
3465,DB04799,"5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole",43152-58-5,CCCCCCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O,4.51,4.99,1.86e-03 g/l,6.88,-0.81,0.0,2.0,0.0,0.0,0.0,0.0
3466,DB04800,1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,,CN1N=C(C=C1NS(O)(=O)=O)C1=CC=CC=C1,0.87,-1.0,1.08e+00 g/l,-1.8,3.08,0.0,0.0,0.0,1.0,0.0,0.0
3467,DB04803,Verdoheme,,[Fe+4].CC(=C)\C1=N\C=C/C2=C(CCC(O)=O)C(C)=C([N-]2)\C=C2/N=C(/[O+]=C3\[N-]\C(=C/1)C(C)=C3C=C)C(C)=C2C=C,6.06,7.26,1.22e-03 g/l,3.76,4.58,0.0,1.0,0.0,0.0,0.0,0.0
3468,DB04805,Virginiamycin factor S1,23152-29-6,CC[C@@H]1NC(=O)[C@@H](NC(=O)C2=C(O)C=CC=N2)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@@H](CC2=CC=CC=C2)N(C)C(=O)[C@H]2CCCN2C1=O)C1=CC=CC=C1,2.25,1.85,1.39e-01 g/l,7.53,1.57,0.0,8.0,0.0,0.0,0.0,0.0
3469,DB04806,(5-BROMO-4-CHLORO-3-INDOLYL)-A-D-MANNOSE,,OC[C@H]1O[C@H](OC2=CNC3=C2C(Cl)=C(Br)C=C3)[C@@H](O)[C@@H](O)[C@@H]1O,1.18,0.87,1.72e+00 g/l,12.2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
