,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
3175,DB03454,"3-methyl-benzene-1,2-diol",488-17-5,CC1=CC=CC(O)=C1O,1.03,1.88,3.67e+01 g/l,9.59,-6.3,,,,,,
3176,DB03455,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,,[H][C@](NOCCS)(C(O)=O)C1=CNC2=C1C=CC=C2,1.27,1.42,1.06e-01 g/l,4.38,2.65,,,,,,
3177,DB03456,N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide,,[H][C@@](CC(C)C)(NC(=O)OCC1=CC=CC=C1)C(=O)N[C@]1([H])CCN(C1)C#N,1.58,2.2,1.37e-01 g/l,12.87,-3.1,,,,,,
3178,DB03458,"N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid",111770-79-7,CN(CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,-2.7,-4.8,6.81e+00 g/l,1.91,9.54,,,,,,
3179,DB03459,N-(phosphonacetyl)-L-aspartic acid,51321-79-0,OC(=O)C[C@@H](NC(=O)CP(O)(O)=O)C(O)=O,-2.1,-2.7,6.73e+00 g/l,1.65,,,,,,,
3180,DB03460,Violaxanthin,,O[C@H]1C[C@]2(C)O[C@]2(\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\[C@@]23O[C@]2(C)C[C@H](O)CC3(C)C)C(C)(C)C1,8.33,7.26,5.68e-04 g/l,14.84,-2.7,,,,,,
3181,DB03461,2'-Monophosphoadenosine 5'-Diphosphoribose,,NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O,-0.81,-11,4.84e+00 g/l,0.66,4.92,,,,,,
3182,DB03462,Thymine,65-71-4,CC1=CNC(=O)NC1=O,-0.99,-0.46,1.08e+01 g/l,10.02,-5,,,,,,
3183,DB03464,Formycin-5'-Monophosphate,,Nc1ncnc2c(nnc12)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O,-2.6,-3.4,1.32e+01 g/l,1.4,0.75,,,,,,
3184,DB03465,2-Phospho-D-Glyceric Acid,,OC[C@@H](OP(O)(O)=O)C(O)=O,-2.2,-1.6,2.03e+01 g/l,0.81,-3.1,,,,,,
3185,DB03466,BMS184394,,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O,6.25,6.26,1.49e-04 g/l,3.99,-3.4,,,,,,
3186,DB03467,Naringenin,480-41-1,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1,2.47,2.84,2.14e-01 g/l,7.91,-3.9,,,,,,
3187,DB03468,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",,NS(=O)(=O)C1=CC2=C(CCNC2)C=C1,0.15,0.0042,2.08e+00 g/l,10.37,8.62,,,,,,
3188,DB03469,Heme D,,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5[N+]6=C(C=C7[N+]8=C(C=C1N2[Fe@]68N34)C(=O)[C@@]7(C)CC(O)=O)C(=O)[C@]5(C)CC(O)=O,1.21,-3.5,1.32e-03 g/l,2.53,-8.8,,,,,,
3189,DB03470,Trypanothione,,N[C@@H](CCC(=O)N[C@H](CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](N)C(O)=O)C(O)=O,-2.7,-11,1.21e-02 g/l,1.64,10.57,,,,,,
3190,DB03471,6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid,,OC(=O)CC[C@H](CCC1=CC=CC=C1)NC(=O)CCCCCCC1=CC=CC=C1,5.17,5.77,2.01e-04 g/l,4.6,0.53,,,,,,
3191,DB03472,Cyclohexyl-Hexyl-Beta-D-Maltoside,,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCCC3CCCCC3)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,0.66,0.2,2.89e+00 g/l,11.94,-3,,,,,,
3192,DB03473,N5-Methylglutamine,,CNC(=O)CC[C@H](N)C(O)=O,-2.9,-3.8,5.65e+01 g/l,2.26,9.31,,,,,,
3193,DB03474,Reactive Red 1 Dye,,NC1=NC(NC2=CC(=CC3=C2C(O)=C(\N=N\C2=CC=CC=C2S(O)(=O)=O)C(=C3)S(O)(=O)=O)S(O)(=O)=O)=NC(N)=N1,-1.3,-5.4,1.31e-01 g/l,-3.3,7.32,,,,,,
3194,DB03475,"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One",,CCC(CC)NC1=CC(=CC=C1N1C(=O)CCC1(CO)CO)C(O)=O,1.64,0.52,1.47e+00 g/l,4.94,3.75,,,,,,
3195,DB03476,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,,[H][C@]1(C[C@@]1([H])C1=CC2=CC=C(C=C2C=C1)C(N)=N)C1=CC=CC=C1,4.06,4.09,3.95e-04 g/l,,11.32,,,,,,
3196,DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F,4.66,4.26,2.51e-03 g/l,10.7,-0.45,,,,,,
3197,DB03478,2'-O-Acetyl Adenosine-5-Diphosphoribose,,CC(=O)O[C@@H]1[C@@H](O)O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H]1O,-1.7,-6.2,3.54e+00 g/l,1.86,5,,,,,,
3198,DB03479,"8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",,CN1C(=O)N[C@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,-2.1,-3.1,3.34e+02 g/l,9.73,-3,,,,,,
3199,DB03480,Brequinar Analog,,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,4.89,6.12,4.64e-04 g/l,3.38,0.77,,,,,,
3200,DB03481,"5,10-Dimethylene Tetrahydromethanopterin",,C[C@H]1[C@@H]2[C@@H](C)NC3=C(N2CN1C1=CC=C(C[C@@H](O)[C@@H](O)[C@H](O)CO[C@H]2O[C@H](CO[P@@](O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@@H]2O)C=C1)C(=O)NC(N)=N3,-1.1,-2.6,1.48e+00 g/l,1.75,4.62,,,,,,
3201,DB03482,8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide,,CN(C)C1=CC2=C(C=C1C)N=C1C(=O)NC(=O)N=C1N2C[C@@H](O)[C@@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,-0.71,-6.2,4.34e+00 g/l,1.85,5.04,,,,,,
3202,DB03483,4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid,,NC(=O)[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)NC(=O)[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)NC(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC=CC=C1,1.18,0.83,2.67e-02 g/l,0.19,,,,,,,
3203,DB03484,L-Alpha-Glycerophosphorylethanolamine,,NCCO[P@@](O)(=O)OC[C@@H](O)CO,-2.3,-3.4,3.65e+01 g/l,1.87,10,,,,,,
3204,DB03485,Alpha-D-Fucose,,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,-2.4,-1.9,8.27e+02 g/l,11.3,-3.6,,,,,,
3205,DB03486,Phosphomethylphosphonic Acid Guanosyl Ester,,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)CP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1,-1.8,-4.1,4.86e+00 g/l,0.88,1.5,,,,,,
3206,DB03487,3-Aminosuccinimide,,N[C@@H]1CC(=O)NC1=O,-1.8,-1.8,3.40e+02 g/l,9.7,6.53,,,,,,
3207,DB03488,Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose,,OC[C@H]1O[C@@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H](F)[C@@H](O)[C@@H]1O,-0.94,-4.1,2.17e+01 g/l,1.73,-3,,,,,,
3208,DB03489,2-Keto-3-Deoxygluconate,,OC[C@H](O)[C@@H](O)CC(=O)C(O)=O,-1.9,-1.8,1.34e+02 g/l,2.91,-3,,,,,,
3209,DB03490,"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole",,C1C2=C(C=CC=C2)C2=NNC(=C12)C1=CC=NC=C1,2.95,2.78,9.49e-02 g/l,8.81,4.91,,,,,,
3210,DB03491,2'-Deoxyguanosine-5'-Diphosphate,,NC1=NC2=C(N=CN2[C@H]2C[C@@H](O)[C@H](CO[P@](O)(=O)OP(O)(O)=O)O2)C(=O)N1,-1.4,-2.6,3.60e+00 g/l,1.97,1.36,,,,,,
3211,DB03492,"Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii)",,C1=CN(C=N1)[Os++]123n4ccccc4-c4ccccn14.c1ccn2c(c1)-c1ccccn31,,2.64,,,4.27,,,,,,
3212,DB03493,7-Methylguanosine,,C[N+]1=CN([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,-2.8,-6.7,5.62e+00 g/l,8.76,3.3,,,,,,
3213,DB03494,CRA_10950,,CC(C)COC1=C([O-])C(=CC=C1)C1=NC2=CC(C(N)=[NH2+])=C(F)C=C2N1,1.7,2.8,6.57e-03 g/l,9.29,8.59,,,,,,
3214,DB03495,"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose",,C[C@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](OC[C@@H]3O[C@H](O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O,-2.7,-7.6,1.38e+02 g/l,11.23,7.03,,,,,,
3215,DB03496,Flavopiridol,131740-09-5,CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl,2.81,2.48,9.40e-02 g/l,6.71,7.36,,,,,,
3216,DB03497,O-Sulfo-L-Serine,,,,,,,,,,,,,
3217,DB03498,Mercaptomethyl Phosphonate,,[O-]P([O-])(=O)CS,0.25,-0.74,1.32e+01 g/l,1.64,,,,,,,
3218,DB03499,Malate Ion,,O[C@H](CC(O)=O)C([O-])=O,-0.98,-1.1,6.13e+02 g/l,3.2,-3.9,,,,,,
3219,DB03500,Tricosanoic Acid,,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,9.39,9.37,2.57e-05 g/l,4.95,,,,,,,
3220,DB03501,Uridine Diphosphate Galactose,2956-16-3,OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O,-1.4,-5,1.50e+01 g/l,1.73,-3.6,,,,,,
3221,DB03502,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,,N[C@H](CS[C@@H](O)C[C@@H](N)C(O)=O)C=O,-3.2,-4.3,1.45e+01 g/l,2.06,8.94,,,,,,
3222,DB03503,"4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid",,CCCN(C)C(=O)[C@@H]1OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O,-0.68,-3.7,5.03e-01 g/l,3.8,11.93,,,,,,
3223,DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",,CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2Cl)=NC2=C(N)N=CN=C12,3.75,3.1,2.83e-02 g/l,18.59,5.06,,,,,,
3224,DB03505,"2,6-Diaminoquinazolin-4(3h)-One",,NC1=CC2=C(C=C1)N=C(N)N=C2O,0,0.74,1.45e+01 g/l,13.35,2.86,,,,,,
3225,DB03506,9-Deazaadenine,,Nc1ncnc2ccnc12,0.03,0.03,7.29e+00 g/l,18.45,3.94,,,,,,
3226,DB03507,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",,[O-][N+](=O)C1=CC(=CC=C1)C1=CC2=C(S1)C=C1N2C(=S)N(CCCN2CCOCC2)C1=O,4.08,3.29,2.14e-02 g/l,,6.54,,,,,,
3227,DB03508,1-Ethoxy-2-(2-Methoxyethoxy)Ethane,,CCOCCOCCOC,0.23,0.39,2.53e+01 g/l,,-3.7,,,,,,
3228,DB03509,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,,NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1,2.69,2.79,1.19e-02 g/l,14.1,0.22,,,,,,
3229,DB03510,6-O-Phosphoryl Inosine Monophosphate,,O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2OP(O)(O)=O,-1.6,-3.6,3.37e+00 g/l,0.69,2.12,,,,,,
3230,DB03511,Galacturonic Acid,14982-50-4,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,-2.3,-2.6,2.95e+02 g/l,3.21,-3.7,,,,,,
3231,DB03512,"Uridine-2',3'-Vanadate",,OC[C@@H]1O[C@H]([C@H]2O[V](O)(O)(=O)O[C@H]12)N1C=CC(=O)NC1=O,-2,-2.1,1.37e+01 g/l,9.7,-3,,,,,,
3232,DB03513,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",,N[C@@H](Cc1cnc2cc[se]c12)C(O)=O,-1.8,-2.4,2.12e+01 g/l,1.39,9.28,,,,,,
3233,DB03514,2-Methoxy-4-Vinyl-Phenol,,COC1=CC(C=C)=CC=C1O,1.84,2.25,7.42e+00 g/l,10.03,-4.9,,,,,,
3234,DB03515,Equilenin,,[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C2C=CC2=C1C=CC(O)=C2,4.32,4.3,5.20e-03 g/l,9.78,-5.5,,,,,,
3235,DB03516,Eniluracil,59989-18-3,O=C1NC=C(C#C)C(=O)N1,-0.91,-0.82,2.54e-01 g/l,9.5,-6.4,,,,,,
3236,DB03517,[Methylthio]Acetate,,CSCC([O-])=O,0,0.39,6.79e+01 g/l,4.36,,,,,,,
3237,DB03518,(R)-Mevalonate,150-97-0,C[C@@](O)(CCO)CC([O-])=O,-0.62,-1.1,4.98e+02 g/l,4.38,-2.4,,,,,,
3238,DB03519,2-Amino-Pentanoic Acid,,CCC[C@H](N)C(O)=O,-2,-1.9,2.12e+02 g/l,2.71,9.53,,,,,,
3239,DB03520,6-Chloro-2-Fluoropurine,,Fc1nc(Cl)c2ncnc2n1,1.38,1.33,8.18e+00 g/l,,-2.8,,,,,,
3240,DB03522,Aspartic Acid-4-Carboxymethyl Ester,,N[C@@H](CC(=O)OCC(O)=O)C(O)=O,-3.4,-4,2.09e+01 g/l,1.51,8.6,,,,,,
3241,DB03523,"6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic Acid",,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F,5.05,6.27,5.39e-04 g/l,3.38,0.75,,,,,,
3242,DB03524,"N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",,NCCCN1CCN(CCCNC(=O)C2=CC(NC(=O)CC3=CC=CS3)=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2)CC1,0.89,-1.4,1.39e-01 g/l,12.16,10.17,,,,,,
3243,DB03525,RU79073,,OP(O)(=O)OC1=C2NCCCC2=CC=C1,1.11,0.4,2.94e+00 g/l,1.19,4.01,,,,,,
3244,DB03526,AL5927,,COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1,0.55,1.09,1.19e-01 g/l,8.17,-4.8,,,,,,
3245,DB03528,9-Beta-D-Xylofuranosyl-Adenine,,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,-1.2,-2.1,1.40e+01 g/l,12.45,4.99,,,,,,
3246,DB03530,Acylated Ceftazidime,,O=C[C@@H](NC(=O)C(=N\OC(C)(C)C(O)=O)\C1=CSC(N)=N1)[C@@H]1SCC(=C)C(=N1)C(O)=O,0.37,0.63,3.79e-02 g/l,2.84,4.3,,,,,,
3247,DB03531,Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone,,CC(C)C(=O)[N+]1=C2C(=O)NC(=O)N=C2N(C[C@@H](O)[C@@H](O)[C@H](O)CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)C2=CC(C)=C(C)C=C12,0.26,-5.4,1.56e+00 g/l,1.86,4.98,,,,,,
3248,DB03532,Phosphomethylphosphonic Acid Guanylate Ester,,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)C[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1,-1,-4.4,8.89e+00 g/l,0.9,1.51,,,,,,
3249,DB03533,Glycoluril,,O=C1N[C@@H]2NC(=O)N[C@@H]2N1,-2.3,-1.7,6.20e+00 g/l,11.69,-3.6,,,,,,
3250,DB03534,3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide,,CN(CC1=C(N)C=CC(=C1)C(=O)N(C)CC1=CC2=C(C=CC=C2)N1C)C(C)=O,3.02,1.58,3.46e-02 g/l,,2.58,,,,,,
3251,DB03535,Z-Pro-Prolinal,,[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1C(=O)OCC1=CC=CC=C1)C=O,1.25,1.43,1.53e+00 g/l,15.37,-4,,,,,,
3252,DB03536,Benzoyl-Arginine-Alanine-Methyl Ketone,,[H][C@@](C)(NC(=O)[C@]([H])(CCCNC(N)N)NC(=O)OCC1=CC=CC=C1)C(C)=O,-0.76,0.35,3.39e-01 g/l,12.85,6.71,,,,,,
3253,DB03537,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,,N[C@H](CO)[C@H]1N[C@@H](CC2=CC=C(O)C=C2)C(=O)N1CC(O)=O,-2.4,-3.2,5.93e+00 g/l,3.47,8.01,,,,,,
3254,DB03539,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,,OC[C@H]1[C@H](O)[C@@H](O)[C@H]2N=C(O[C@@H]12)N=C,-1.4,-2.1,1.18e+01 g/l,13.12,2.66,,,,,,
3255,DB03540,Norcamphor,,O=C1C[C@@H]2CC[C@H]1C2,1.4,1.41,8.51e+00 g/l,,-7.4,,,,,,
3256,DB03541,"10-Propargyl-5,8-Dideazafolic Acid",,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(CC#C)CC1=CC=C2NC(N)=NC(=O)C2=C1)C(O)=O,1.22,1.02,2.04e-02 g/l,3.24,1.02,,,,,,
3257,DB03542,L-Myo-Inositol-1-Phosphate,,O[C@H]1[C@H](O)[C@@H](O)[C@H](OP([O-])([O-])=O)[C@@H](O)[C@@H]1O,-1.6,-3.9,8.59e+01 g/l,1.16,-3.6,,,,,,
3258,DB03543,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,,O[C@@H](CNC1=CC=CC=C1C(O)=O)[C@@H](O)[C@H](O)COP(O)(O)=O,-1.2,-1.6,2.29e+00 g/l,1.75,1.14,,,,,,
3259,DB03544,S-Phosphocysteine,,N[C@@H](CSP(O)(O)=O)C(O)=O,-2.3,-3,4.29e+01 g/l,1.5,9.9,,,,,,
3260,DB03546,10-CF3C(OH)2-DDACTHF,,N[C@@H]1N[C@H](N)[C@@H](CCC[C@@H](C2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)C(O)(O)C(F)(F)F)C(=O)N1,-2.3,-3.8,1.04e+00 g/l,2.84,7.33,,,,,,
3261,DB03548,3-Deoxy-D-Manno-Oct-2-Ulosonic Acid,,OC[C@@H](O)[C@@H]1O[C@](O)(C[C@H](O)[C@H]1O)C(O)=O,-2.8,-2.6,6.12e+02 g/l,2.89,-3,,,,,,
3262,DB03549,Biotinyl P-Nitroaniline,,[H][C@@]1(CCCCC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)SC[C@]2([H])NC(=O)N[C@]12[H],1.7,1.69,2.86e-02 g/l,13.07,-1.9,,,,,,
3263,DB03550,Isopenicillin N,,CC1(C)S[C@H]2[C@H](NC(=O)CCC[C@H](N)C(O)=O)C(=O)N2[C@@H]1C(O)=O,-1.4,-3.4,8.96e+00 g/l,1.83,9.23,,,,,,
3264,DB03551,"4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol",,OC[C@H]1CN(CC2=CN[C@@H]3[C@H]2N=CNC3=O)C[C@@H]1O,-2.4,-2.9,4.78e+00 g/l,13.06,8.24,,,,,,
3265,DB03552,Meta-Tyrosine,,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O,-2.3,-1.5,5.13e+00 g/l,2,9.14,,,,,,
3266,DB03553,Glutaric Acid,110-94-1,OC(=O)CCCC(O)=O,-0.25,0.046,5.60e+01 g/l,3.76,,,,,,,
3267,DB03554,5-Iodouracil,,IC1=CNC(=O)NC1=O,-0.07,0.13,8.12e+00 g/l,8.14,-6.6,,,,,,
3268,DB03555,CRA_11092,,C[C@@H]1CCCC[C@H]1OC1=CC=CC(c2nc3cc(F)c(cc3n2)C(N)=[NH2+])=C1[O-],,,,,,,,,,,
3269,DB03556,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",,CCOCCOCCOCCOCCOCCOCCOCCOCCO,-0.38,-0.54,2.32e-01 g/l,15.12,-2.7,,,,,,
3270,DB03557,N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid,,NC(=O)[C@@H](CS)NC(=O)CCCCCNC(=O)[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O,0.94,-0.77,1.10e-02 g/l,0.19,-9.6,,,,,,
3271,DB03558,Sp-876,,OC(=O)CCNC(=O)[C@@H]1CCCN1S(=O)(=O)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O,-0.89,-0.98,3.53e-01 g/l,2.58,-1.3,,,,,,
3272,DB03559,Cyclohexylformamide,,O=CNC1CCCCC1,1.23,0.94,1.88e+01 g/l,16.45,0.093,,,,,,
3273,DB03560,P-Hydroxybenzaldehyde,123-08-0,OC1=CC=C(C=O)C=C1,1.27,1.38,9.51e+00 g/l,7.32,-7.1,,,,,,
3274,DB03562,Tetrahydrodeoxyuridine,,OC[C@H]1O[C@@H](C[C@@H]1O)N1CCC(=O)NC1=O,-1.7,-1.9,1.15e+02 g/l,11.64,-3,,,,,,
3275,DB03564,"(4r)-2-Methylpentane-2,4-Diol",,C[C@H](O)CC(C)(C)O,0.34,-0.035,1.62e+02 g/l,15.12,-2.5,,,,,,
3276,DB03565,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,,CCCCCCCCOC[C@@H](CO[P@](O)(=O)OCCN)O[P@@](O)(=O)CCCCCCC,2.7,2.34,8.06e-01 g/l,0.75,10,,,,,,
3277,DB03566,Spermidine,124-20-9,NCCCCNCCCN,-0.62,-1.1,3.27e+01 g/l,,10.9,,,,,,
3278,DB03567,N-Acetyl-2-Deoxy-2-Amino-Galactose,,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,-2.6,-3.2,2.54e+02 g/l,11.6,-0.78,,,,,,
3279,DB03568,Butanoic Acid,107-92-6,CCCC(O)=O,0.78,0.92,2.39e+02 g/l,4.91,,,,,,,
3280,DB03569,"4,5-Dehydro-L-Iduronic Acid",,O[C@H]1OC(=C[C@H](O)[C@@H]1O)C(O)=O,-1.7,-1.9,2.08e+02 g/l,3.3,-3.5,,,,,,
3281,DB03570,Tris-Hydroxymethyl-Methyl-Ammonium,,C[N+](CO)(CO)CO,-0.1,-5.7,2.97e+01 g/l,11.84,-4,,,,,,
3282,DB03571,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide",,NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(=O)NCC1=CC(Cl)=CC(Cl)=C1,3.04,3.36,1.90e-02 g/l,10.59,-1,,,,,,
3283,DB03572,FR230513,,[H][C@](CO)(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O,2.04,2.13,2.50e-02 g/l,13.9,3.53,,,,,,
3284,DB03573,WRR-99,,[H][C@](O)(CC(O)=O)C(=O)N[C@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C,1.26,1.48,1.49e-01 g/l,4,-3.4,,,,,,
